firstName,sg_arg_rank,countryCode,100_150_fw_good_shot_rate,distance_rank,dg_index,std_deviation,over_200_fw_poor_shot_avoid_rate,country_y,course_experience_adjustment,over_150_rgh_good_shot_rate,sg_app_rank,over_200_fw_shot_count,50_100_fw_proximity_per_shot,driving_distance_adjustment,id,sg_arg,over_150_rgh_proximity_per_shot,50_100_fw_shot_count,100_150_fw_shot_count,home_page,baseline_pred,under_150_rgh_good_shot_rate,hidden,distance_pred,strokesGainedTrends,driving_dist,150_200_fw_good_shot_rate,under_150_rgh_poor_shot_avoid_rate,strokes_gained_category_adjustment,driving_acc,100_150_fw_low_data_indicator,country_adjustment,sg_putt_pred,150_200_fw_gir_rate,over_200_fw_gir_rate,50_100_fw_good_shot_rate,am,150_200_fw_low_data_indicator,timing_adjustment,dataGolfRanking,lastName,course_history_adjustment,sg_putt,over_200_fw_good_shot_rate,over_150_rgh_gir_rate,accuracy_pred,cf_short_comp,sample_size,100_150_fw_gir_rate,dg_change,over_150_rgh_sg_per_shot,cf_approach_comp,100_150_fw_sg_per_shot,sg_arg_pred,50_100_fw_low_data_indicator,perkcuppoints2020,owgr_rank,true_sg_adjustments,under_150_rgh_sg_per_shot,perkcuppoints2024,under_150_rgh_shot_count,other_fit_adjustment,150_200_fw_shot_count,dg_id_x,sg_total_rank,over_200_fw_sg_per_shot,over_150_rgh_poor_shot_avoid_rate,sg_app,owgr_change,50_100_fw_gir_rate,dg_rank,sg_total,nextBlockTotalPlayerFieldPoints,sg_putt_rank,over_150_rgh_shot_count,sg_ott_pred,perkcuppoints2023,dg_id,100_150_fw_proximity_per_shot,over_200_fw_proximity_per_shot,age_adjustment,over_200_fw_low_data_indicator,perkcuppoints2022,sg_total_pred,age,50_100_fw_sg_per_shot,perkcuppoints2021,over_150_rgh_low_data_indicator,dg_id_y,under_150_rgh_proximity_per_shot,sg_ott_rank,under_150_rgh_gir_rate,150_200_fw_sg_per_shot,dataGolfIndex,accuracy_rank,total_course_history_adjustment,total_fit_adjustment,final_pred,country_x,sg_app_pred,driving_accuracy_adjustment,playerSkillRatings,player_name,150_200_fw_proximity_per_shot,sg_ott,50_100_fw_poor_shot_avoid_rate,amateur_status,100_150_fw_poor_shot_avoid_rate,under_150_rgh_low_data_indicator,primary_tour,150_200_fw_poor_shot_avoid_rate,comments
Zachary,,USA,,,-0.436,,,,,,,,,,19846.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,269.0,Bauchou,,,,,,,,,-40.0,,,,,,0.0,289.0,,,350.0,,,,,,,,,-4.0,,269.0,,,,,,135.0,,,,,,,,,,0.0,,,,,,,-0.436,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Bauchou, Zachary",,,,0,,,Korn Ferry Tour,,
Nick,351.0,USA,0.062,114.0,-0.208,2.64182698970229,0.965,USA,-0.0037058466463156,0.077,79.0,368.0,17.492,-0.0540414551329412,19865.0,-0.229,63.598,204.0,610.0,,-0.110450482945307,0.05,,4.816,"{'baseline_pred': -0.110450482945307, 'final_pred': 0.0145768873780576}",4.816,0.063,0.953,0.0646846976669482,-0.014,0.0,0.0,-0.209,0.691,0.504,0.064,0.0,0.0,0.0877653877612699,193.0,Hardy,-0.0067338358962112,-0.209,0.041,0.34,-0.014,-0.0156247782739677,150.0,0.799,-17.0,0.027,0.0030855235139827,-0.014,-0.229,0.0,445.0,251.0,0.0372400667335403,0.031,105.0,317.0,-0.012539254759985,763.0,19865.0,150.0,0.034,0.962,0.204,-4.0,0.852,193.0,-0.078,,312.0,286.0,0.157,75.0,19865.0,23.468,46.04,0.0168411039414322,0.0,280.0,-0.078,28.0,-0.018,470.0,0.0,19865.0,35.44,114.0,0.6,-0.005,-0.208,233.0,-0.0104396825425268,-0.0710642032372987,0.0145768873780576,United States,0.204,-0.0044834933443725,"{'sg_putt': -0.209, 'sg_arg': -0.229, 'sg_app': 0.204, 'sg_ott': 0.157, 'sg_total': -0.078}","Hardy, Nick",32.538,0.157,0.941,Cond 126-150,0.933,0.0,PGA TOUR,0.942,
Sam,,ENG,,,-0.58,,,,,,,,,,19866.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,307.0,Horsfield,,,,,,,,,-3.0,,,,,,,9999.0,,,250.0,,,,,,,,,0.0,,307.0,,,,,,100.0,,,,,,125.0,,,,10.0,,,,,,,-0.58,,,,,England,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Horsfield, Sam",,,,0,,,LIV Tour,,
Jack,,USA,,,-0.737,,,,,,,,,,19869.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,356.0,Maguire,,,,,,,,,3.0,,,,,,185.0,460.0,,,210.0,,,,,,,,,-9.0,,356.0,,,,,,230.0,,,,,,,,,,85.0,,,,,,,-0.737,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Maguire, Jack",,,,0,,,Korn Ferry Tour,,
Denny,6.0,USA,0.083,331.0,0.909,2.68119062052464,0.954,USA,0.042149002792933,0.063,129.0,409.0,17.04,0.0775349939423059,19870.0,0.317,65.747,183.0,618.0,,0.911762795733736,0.075,,-7.381,"{'baseline_pred': 0.911762795733736, 'final_pred': 0.692739301742014}",-7.381,0.056,0.952,-0.196698686674642,0.017,0.0,0.0,0.626,0.682,0.446,0.093,0.0,0.0,-0.188948813514773,35.0,McCarthy,0.0322496614755222,0.626,0.073,0.316,0.017,0.0320071464489336,150.0,0.824,1.0,0.002,0.0001265498819328,0.014,0.317,0.0,135.0,41.0,-0.0278767969354821,0.026,255.0,227.0,0.0321336963308665,943.0,19870.0,54.0,0.003,0.967,0.057,-2.0,0.892,35.0,0.667,,2.0,300.0,-0.333,250.0,19870.0,22.766,51.026,0.0040603807447838,0.0,215.0,0.667,31.0,0.023,275.0,0.0,19870.0,38.964,307.0,0.597,0.009,0.909,118.0,0.0743986642684553,0.1160417581199357,0.692739301742014,United States,0.057,0.0063730678467633,"{'sg_putt': 0.626, 'sg_arg': 0.317, 'sg_app': 0.057, 'sg_ott': -0.333, 'sg_total': 0.667}","McCarthy, Denny",32.201,-0.333,0.945,Top 50,0.935,0.0,PGA TOUR,0.954,
Davis,199.0,USA,0.071,110.0,-0.575,2.75246356737982,0.924,USA,-0.0037058466463156,0.033,316.0,340.0,16.614,-0.0503075926435099,19872.0,-0.056,63.669,167.0,520.0,,-0.563642304561353,0.076,,5.002,"{'baseline_pred': -0.563642304561353, 'final_pred': -0.82656224719964}",5.002,0.059,0.901,-0.0051531679788669,-0.049,0.0,0.0,0.227,0.646,0.424,0.072,0.0,0.0,-0.17430634550211,305.0,Riley,-0.0287418412053435,0.227,0.059,0.313,-0.049,0.0048054833660393,150.0,0.773,-7.0,-0.017,-0.005622915520004,0.006,-0.056,0.0,375.0,108.0,-0.0038797332707214,-0.006,175.0,303.0,-0.0008174321539646,694.0,19872.0,245.0,-0.039,0.954,-0.511,-4.0,0.852,305.0,-0.613,,51.0,240.0,-0.274,45.0,19872.0,21.521,50.242,0.0204927391404747,0.0,330.0,-0.613,27.0,0.027,375.0,0.0,19872.0,40.021,288.0,0.553,-0.018,-0.575,346.0,-0.032447687851659,-0.0676257471754042,-0.82656224719964,United States,-0.511,-0.0165007223779297,"{'sg_putt': 0.227, 'sg_arg': -0.056, 'sg_app': -0.511, 'sg_ott': -0.274, 'sg_total': -0.613}","Riley, Davis",32.187,-0.274,0.934,Top 100,0.923,0.0,PGA TOUR,0.931,
Xander,16.0,USA,0.066,42.0,2.232,,0.976,,,0.076,5.0,425.0,16.64,,19895.0,0.257,50.865,146.0,574.0,"['Schauffele, Xander', 0, '10', 'Top 30', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",,0.066,,9.519,"{'baseline_pred': nan, 'final_pred': nan}",9.519,0.093,0.957,,0.011,0.0,,0.512,0.749,0.539,0.103,,0.0,,2.0,Schauffele,,0.512,0.092,0.401,0.011,,,0.818,0.0,0.066,,0.013,0.257,0.0,400.0,2.0,,0.018,380.0,256.0,,859.0,,3.0,0.094,0.978,0.828,0.0,0.883,2.0,2.148,,6.0,316.0,0.551,320.0,19895.0,21.874,42.217,,0.0,385.0,2.148,,0.034,355.0,0.0,19895.0,37.312,14.0,0.59,0.075,2.232,142.0,,,,United States,0.828,,"{'sg_putt': 0.512, 'sg_arg': 0.257, 'sg_app': 0.828, 'sg_ott': 0.551, 'sg_total': 2.148}","Schauffele, Xander",28.294,0.551,0.952,Top 30,0.944,0.0,PGA TOUR,0.967,
Ben,62.0,ENG,0.036,262.0,-0.998,2.72601105677582,0.951,ENG,-0.0117748498757182,0.068,301.0,283.0,18.036,0.0289579785995857,19948.0,0.119,65.153,142.0,443.0,,-1.08259684834904,0.054,,-2.775,"{'baseline_pred': -1.08259684834904, 'final_pred': -0.896525412172918}",-2.775,0.048,0.95,-0.105252581390177,-0.06,0.0,0.0,0.121,0.653,0.382,0.049,0.0,0.0,0.188995275748987,455.0,Taylor,-0.0064029071286724,0.121,0.042,0.354,-0.06,0.0098077141642563,150.0,0.796,34.0,-0.02,-0.0050638120231254,-0.044,0.119,0.0,50.0,9999.0,0.108037519451983,-0.015,40.0,279.0,0.0047439021411308,642.0,19948.0,282.0,-0.017,0.935,-0.477,0.0,0.856,455.0,-0.909,,99.0,309.0,-0.672,10.0,19948.0,25.411,48.108,0.0007739090656455,0.0,565.0,-0.909,32.0,-0.021,60.0,0.0,19948.0,40.9,379.0,0.56,-0.011,-0.998,368.0,-0.0181777570043907,0.0116950703040697,-0.896525412172918,England,-0.477,-0.0220068104366467,"{'sg_putt': 0.121, 'sg_arg': 0.119, 'sg_app': -0.477, 'sg_ott': -0.672, 'sg_total': -0.909}","Taylor, Ben",32.293,-0.672,0.937,0,0.916,0.0,PGA TOUR,0.93,
Tom,334.0,USA,0.059,266.0,-0.66,2.74077570171718,0.963,USA,-0.0465926875218978,0.046,120.0,135.0,15.777,0.0364863392245894,20353.0,-0.203,70.813,64.0,203.0,,-0.723826586497945,0.067,,-3.219,"{'baseline_pred': -0.723826586497945, 'final_pred': -0.486909904134849}",-3.219,0.06,0.962,0.077681423058265,0.021,0.0,0.0,-0.436,0.65,0.484,0.125,0.0,0.0,0.172806857388883,329.0,Whitney,0.0,-0.436,0.059,0.3,0.021,-0.0224608613795664,150.0,0.806,27.0,-0.05,0.000609700353484,-0.011,-0.203,0.0,115.0,368.0,0.0234824866632269,0.032,85.0,104.0,-0.0218511610260823,267.0,20353.0,209.0,0.055,0.954,0.086,-17.0,0.873,329.0,-0.46,,392.0,65.0,0.093,460.0,20353.0,22.328,44.18,-0.012737141170811,0.0,250.0,-0.46,35.0,0.033,290.0,0.0,20353.0,35.201,137.0,0.595,0.014,-0.66,107.0,-0.0465926875218978,0.02227574394543,-0.486909904134849,United States,0.086,0.0076405657469229,"{'sg_putt': -0.436, 'sg_arg': -0.203, 'sg_app': 0.086, 'sg_ott': 0.093, 'sg_total': -0.46}","Whitney, Tom",31.306,0.093,0.969,0,0.926,0.0,PGA TOUR,0.94,
Callum,265.0,ENG,0.05,101.0,-0.967,2.69907910940339,0.925,ENG,-0.0117748498757182,0.044,159.0,280.0,18.385,-0.0684475701640294,20519.0,-0.127,58.796,166.0,417.0,,-1.05387404037428,0.065,,5.869,"{'baseline_pred': -1.05387404037428, 'final_pred': -1.04811315922175}",5.869,0.045,0.941,0.0685796596098895,-0.084,0.0,0.0,-0.436,0.684,0.493,0.06,0.0,0.0,0.0796079339287865,438.0,Tarren,0.0110376306353024,-0.436,0.071,0.336,-0.084,-0.0226239240821411,150.0,0.772,40.0,0.012,-0.0008133941429518,-0.027,-0.127,0.0,340.0,456.0,-0.0151031916256807,0.036,40.0,340.0,-0.0234373182250929,606.0,20519.0,288.0,-0.001,0.967,-0.039,15.0,0.851,438.0,-0.967,,393.0,271.0,-0.366,65.0,20519.0,24.794,47.065,-0.006529361332439,0.0,360.0,-0.967,34.0,-0.002,385.0,0.0,20519.0,37.112,318.0,0.629,0.007,-0.967,402.0,-0.0007372192404157,-0.120056940187607,-1.04811315922175,England,-0.039,-0.0281720517984847,"{'sg_putt': -0.436, 'sg_arg': -0.127, 'sg_app': -0.039, 'sg_ott': -0.366, 'sg_total': -0.967}","Tarren, Callum",31.777,-0.366,0.928,0,0.914,0.0,PGA TOUR,0.947,
Matthias,346.0,GER,0.071,76.0,0.232,,0.938,,,0.026,167.0,273.0,19.245,,20722.0,-0.224,62.231,120.0,476.0,,,0.061,,7.14,"{'baseline_pred': nan, 'final_pred': nan}",7.14,0.052,0.948,,0.009,0.0,,0.2,0.661,0.453,0.058,,0.0,,118.0,Schmid,,0.2,0.07,0.316,0.009,,,0.756,-3.0,-0.024,,-0.028,-0.224,0.0,,102.0,,-0.002,205.0,213.0,,601.0,,108.0,-0.001,0.938,-0.065,-4.0,0.838,118.0,0.244,,67.0,192.0,0.334,80.0,20722.0,24.701,46.409,,0.0,30.0,0.244,,-0.034,,0.0,20722.0,35.392,46.0,0.566,-0.002,0.232,144.0,,,,Germany,-0.065,,"{'sg_putt': 0.2, 'sg_arg': -0.224, 'sg_app': -0.065, 'sg_ott': 0.334, 'sg_total': 0.244}","Schmid, Matthias",32.476,0.334,0.917,Top 100,0.918,0.0,PGA TOUR,0.943,
Victor,223.0,FRA,0.08,153.0,0.363,,0.943,,,0.053,86.0,212.0,19.961,,20730.0,-0.08,58.428,92.0,311.0,,,0.056,,2.195,"{'baseline_pred': nan, 'final_pred': nan}",2.195,0.072,0.939,,-0.02,0.0,,0.164,0.723,0.475,0.065,,0.0,,95.0,Perez,,0.164,0.047,0.41,-0.02,,,0.838,-8.0,0.053,,0.01,-0.08,0.0,80.0,74.0,,0.008,155.0,180.0,,515.0,,106.0,-0.013,0.987,0.182,-1.0,0.819,95.0,0.266,,79.0,151.0,0.001,35.0,20730.0,23.083,51.189,,0.0,10.0,0.266,,-0.063,20.0,0.0,20730.0,38.417,170.0,0.606,0.049,0.363,251.0,,,,France,0.182,,"{'sg_putt': 0.164, 'sg_arg': -0.08, 'sg_app': 0.182, 'sg_ott': 0.001, 'sg_total': 0.266}","Perez, Victor",29.688,0.001,0.967,Top 100,0.949,0.0,PGA TOUR,0.957,
Sebastian,,COL,,,0.439,,,,,,,,,,20770.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,81.0,Munoz,,,,,,,,,4.0,,,,,,200.0,9999.0,,,380.0,,,,,,,,,0.0,,81.0,,,,,,425.0,,,,,,140.0,,,,370.0,,,,,,,0.439,,,,,Colombia,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Munoz, Sebastian",,,,0,,,LIV Tour,,
Wesley,59.0,USA,0.069,185.0,-0.247,2.76761610386224,0.943,USA,-0.0131523081987771,0.036,146.0,158.0,17.304,-0.0046258351917713,21236.0,0.122,67.636,98.0,246.0,,-0.264675790253886,0.023,,0.667,"{'baseline_pred': -0.264675790253886, 'final_pred': 0.0343681410405042}",0.667,0.04,0.937,0.075206244862134,-0.046,0.0,0.0,-0.04,0.637,0.404,0.061,0.0,0.0,0.315587371169167,203.0,Bryan,-0.01161032423426,-0.04,0.051,0.394,-0.046,0.0042006291651393,150.0,0.776,8.0,-0.018,0.0002802164043049,0.02,0.122,0.0,55.0,217.0,-0.0422355835561737,-0.042,85.0,175.0,0.0044808455694443,321.0,21236.0,142.0,-0.022,0.918,0.002,0.0,0.821,203.0,0.003,,191.0,110.0,-0.081,70.0,21236.0,21.925,46.212,-0.0087203424518644,0.0,30.0,0.003,34.0,0.007,45.0,0.0,21236.0,38.636,208.0,0.532,-0.024,-0.247,337.0,-0.0247626324330371,-0.0160311262958353,0.0343681410405042,United States,0.002,-0.0158861366735083,"{'sg_putt': -0.04, 'sg_arg': 0.122, 'sg_app': 0.002, 'sg_ott': -0.081, 'sg_total': 0.003}","Bryan, Wesley",32.017,-0.081,0.898,Cond 126-150,0.935,0.0,PGA TOUR,0.919,
Frankie,,USA,,,0.16,,,,,,,,,,21412.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,131.0,Capan III,,,,,,,,,-1.0,,,,,,,144.0,,,555.0,,,,,,,,,-4.0,,131.0,,,,,,350.0,,,,,,,,,,,,,,,,,0.16,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Capan III, Frankie",,,,0,,,Korn Ferry Tour,,
J.T.,39.0,USA,0.071,292.0,0.874,2.64256635261944,0.955,USA,0.0314229562718881,0.038,51.0,423.0,15.508,0.0585660252862523,21554.0,0.195,64.102,215.0,652.0,,0.746486547963946,0.076,,-4.568,"{'baseline_pred': 0.746486547963946, 'final_pred': 0.654432979791306}",-4.568,0.058,0.931,0.0150334177567539,0.025,0.0,0.0,0.305,0.706,0.52,0.112,0.0,0.0,-0.105432214892672,37.0,Poston,-0.0221647846245558,0.305,0.05,0.368,0.025,0.0173034114395959,150.0,0.81,8.0,0.007,0.0013519016122223,0.017,0.195,0.0,220.0,35.0,-0.102545518786557,-0.025,375.0,275.0,0.0186553130518183,971.0,21554.0,39.0,0.029,0.969,0.324,7.0,0.894,37.0,0.86,,33.0,319.0,0.036,195.0,21554.0,21.744,46.863,0.0051558713044965,0.0,405.0,0.86,31.0,0.065,80.0,0.0,21554.0,40.694,156.0,0.542,0.015,0.874,95.0,0.0092581716473322,0.0864767047980059,0.654432979791306,United States,0.324,0.0092553664599353,"{'sg_putt': 0.305, 'sg_arg': 0.195, 'sg_app': 0.324, 'sg_ott': 0.036, 'sg_total': 0.86}","Poston, J.T.",30.532,0.036,0.963,Top 50,0.939,0.0,PGA TOUR,0.95,
Seonghyeon,95.0,KOR,0.062,138.0,-0.55,2.68205505287144,0.931,KOR,-0.0306677729806412,0.048,351.0,404.0,19.516,-0.0322856526221058,21688.0,0.07,63.274,188.0,596.0,,-0.640294692286355,0.068,,3.389,"{'baseline_pred': -0.640294692286355, 'final_pred': -0.659836009562354}",3.389,0.057,0.929,-0.0770888474115364,-0.044,0.0,0.0,0.367,0.639,0.423,0.122,0.0,0.0,0.113655327388934,297.0,Kim,0.0011627901145575,0.367,0.057,0.313,-0.044,0.0166099959584857,150.0,0.712,22.0,-0.015,-0.0065696805026753,-0.068,0.07,0.0,,175.0,-0.0159697215635134,-0.041,210.0,324.0,0.0100403154558104,884.0,21688.0,226.0,-0.045,0.949,-0.656,0.0,0.752,297.0,-0.533,,17.0,352.0,-0.313,85.0,21688.0,26.154,51.006,0.0281611730584637,0.0,565.0,-0.533,26.0,-0.023,,0.0,21688.0,42.667,298.0,0.522,-0.028,-0.55,331.0,-0.0295049828660837,-0.0387942658822633,-0.659836009562354,Korea - Republic of,-0.656,-0.0165489287159679,"{'sg_putt': 0.367, 'sg_arg': 0.07, 'sg_app': -0.656, 'sg_ott': -0.313, 'sg_total': -0.533}","Kim, Seonghyeon",33.403,-0.313,0.915,Cond 126-150,0.888,0.0,PGA TOUR,0.916,
Eric,22.0,USA,0.08,233.0,0.746,2.69904587388776,0.958,USA,-0.0091178065840758,0.078,43.0,498.0,17.356,0.0210172481470158,21756.0,0.245,64.598,216.0,746.0,,0.612761654177237,0.08,,-1.846,"{'baseline_pred': 0.612761654177237, 'final_pred': 0.372010778139938}",-1.846,0.059,0.944,-0.088083654599255,-0.041,0.0,0.0,0.299,0.666,0.457,0.111,0.0,0.0,-0.146791543941007,48.0,Cole,0.0226016290600157,0.299,0.048,0.332,-0.041,0.015539985764947,150.0,0.807,11.0,0.025,0.0024447127215128,0.042,0.245,0.0,180.0,56.0,-0.0291158786218513,0.032,180.0,425.0,0.0179846984864599,1063.0,21756.0,62.0,0.015,0.975,0.352,1.0,0.831,48.0,0.548,,35.0,396.0,-0.348,165.0,21756.0,20.07,46.928,-0.0167539398897576,0.0,445.0,0.548,36.0,0.009,120.0,0.0,21756.0,34.465,315.0,0.55,0.021,0.746,320.0,0.0134838224759398,0.0265103185386316,0.372010778139938,United States,0.352,-0.0124916280948441,"{'sg_putt': 0.299, 'sg_arg': 0.245, 'sg_app': 0.352, 'sg_ott': -0.348, 'sg_total': 0.548}","Cole, Eric",29.879,-0.348,0.944,Top 50,0.946,0.0,PGA TOUR,0.947,
Tim,,SWE,,,-0.328,,,,,,,,,,21875.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,230.0,Widing,,,,,,,,,1.0,,,,,,,154.0,,,565.0,,,,,,,,,-5.0,,230.0,,,,,,415.0,,,,,,,,,,,,,,,,,-0.328,,,,,Sweden,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Widing, Tim",,,,0,,,Korn Ferry Tour,,
Cody,,USA,,,-1.057,,,,,,,,,,21876.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,478.0,Blick,,,,,,,,,2.0,,,,,,0.0,9999.0,,,220.0,,,,,,,,,0.0,,478.0,,,,,,265.0,,,,,,20.0,,,,,,,,,,,-1.057,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Blick, Cody",,,,0,,,Korn Ferry Tour,,
Trevor,378.0,USA,0.071,26.0,-0.287,,0.975,,,0.071,195.0,119.0,20.37,,21880.0,-0.286,62.184,85.0,183.0,,,0.07,,12.1,"{'baseline_pred': nan, 'final_pred': nan}",12.1,0.058,0.951,,-0.029,0.0,,-0.259,0.654,0.504,0.082,,0.0,,212.0,Cone,,-0.259,0.042,0.365,-0.029,,,0.736,3.0,0.026,,-0.049,-0.286,0.0,100.0,341.0,,0.015,455.0,142.0,,260.0,,172.0,0.023,0.976,-0.166,-1.0,0.82,212.0,-0.25,,332.0,85.0,0.462,40.0,21880.0,25.368,48.605,,0.0,345.0,-0.25,,-0.051,80.0,0.0,21880.0,39.758,24.0,0.619,-0.031,-0.287,293.0,,,,United States,-0.166,,"{'sg_putt': -0.259, 'sg_arg': -0.286, 'sg_app': -0.166, 'sg_ott': 0.462, 'sg_total': -0.25}","Cone, Trevor",36.01,0.462,0.929,0,0.907,0.0,Korn Ferry Tour,0.912,
Kurt,73.0,USA,0.078,43.0,0.928,,0.954,,,0.047,3.0,324.0,16.091,,21891.0,0.092,58.966,140.0,538.0,,,0.064,,9.493,"{'baseline_pred': nan, 'final_pred': nan}",9.493,0.061,0.96,,-0.017,0.0,,-0.264,0.693,0.46,0.093,,0.0,,33.0,Kitayama,,-0.264,0.09,0.34,-0.017,,,0.818,1.0,0.032,,0.022,0.092,0.0,30.0,67.0,,0.011,145.0,250.0,,741.0,,20.0,0.032,0.973,0.888,-1.0,0.826,33.0,1.225,,335.0,297.0,0.509,105.0,21891.0,20.932,44.089,,0.0,145.0,1.225,,0.034,35.0,0.0,21891.0,36.423,17.0,0.581,0.038,0.928,247.0,,,,United States,0.888,,"{'sg_putt': -0.264, 'sg_arg': 0.092, 'sg_app': 0.888, 'sg_ott': 0.509, 'sg_total': 1.225}","Kitayama, Kurt",29.133,0.509,0.936,Top 100,0.95,0.0,PGA TOUR,0.949,
Taylor,103.0,USA,0.065,51.0,0.26,2.70091394056204,0.975,USA,-0.0171868098134784,0.06,199.0,439.0,17.975,-0.094617112621339,21944.0,0.063,59.564,223.0,555.0,,0.24111910344014,0.062,,8.898,"{'baseline_pred': 0.24111910344014, 'final_pred': 0.152021914577584}",8.898,0.065,0.945,0.0530274700112483,-0.021,0.0,0.0,0.266,0.659,0.486,0.067,0.0,0.0,-0.0319747295575917,115.0,Moore,0.0062246307116355,0.266,0.057,0.349,-0.021,0.0121286663997204,150.0,0.798,-2.0,0.013,-0.0023847196040808,-0.015,0.063,0.0,210.0,76.0,-0.0105314458816891,-0.0,225.0,325.0,0.0097439467956395,882.0,21944.0,96.0,0.023,0.95,-0.179,-1.0,0.852,115.0,0.357,,40.0,319.0,0.206,180.0,21944.0,23.432,47.246,0.005886198344305,0.0,150.0,0.357,31.0,-0.023,910.0,0.0,21944.0,41.313,94.0,0.599,-0.021,0.26,257.0,-0.0109621791018429,-0.0945425026769858,0.152021914577584,United States,-0.179,-0.0096693368512863,"{'sg_putt': 0.266, 'sg_arg': 0.063, 'sg_app': -0.179, 'sg_ott': 0.206, 'sg_total': 0.357}","Moore, Taylor",33.272,0.206,0.946,Top 70,0.937,0.0,PGA TOUR,0.931,
Hayden,178.0,USA,0.074,46.0,-0.166,2.70393252923588,0.938,USA,-0.0465926875218978,0.115,196.0,145.0,14.689,-0.111069784470825,21995.0,-0.035,60.465,81.0,190.0,,-0.253190480338065,0.034,,9.302,"{'baseline_pred': -0.253190480338065, 'final_pred': -0.338355493604536}",9.302,0.046,0.904,-0.0222138538553186,-0.045,0.0,0.0,0.023,0.623,0.464,0.111,0.0,0.0,0.0827862710169319,184.0,Springer,0.0,0.023,0.041,0.424,-0.045,0.0001858074355999,150.0,0.755,21.0,0.066,-0.0027754445259879,-0.036,-0.035,0.0,,178.0,0.0111592694993208,-0.041,135.0,146.0,-0.0025896370903879,302.0,21995.0,163.0,-0.044,0.931,-0.174,7.0,0.888,184.0,-0.163,,153.0,87.0,0.024,0.0,21995.0,24.35,47.878,0.0208579026603788,0.0,10.0,-0.163,27.0,0.082,60.0,0.0,21995.0,42.481,161.0,0.522,-0.042,-0.166,336.0,-0.0465926875218978,-0.1311619150658864,-0.338355493604536,United States,-0.174,-0.0175024935046735,"{'sg_putt': 0.023, 'sg_arg': -0.035, 'sg_app': -0.174, 'sg_ott': 0.024, 'sg_total': -0.163}","Springer, Hayden",33.675,0.024,0.975,Cond 126-150,0.916,0.0,PGA TOUR,0.927,
Adrien,205.0,BEL,0.081,123.0,-0.605,2.70393252923588,0.954,BEL,-0.0465926875218978,0.044,240.0,152.0,17.22,-0.0278962571298873,22002.0,-0.061,71.514,76.0,258.0,,-0.754594497663366,0.061,,4.075,"{'baseline_pred': -0.754594497663366, 'final_pred': -0.706358332477995}",4.075,0.041,0.931,-0.0460443625238468,-0.058,0.0,0.0,0.004,0.652,0.477,0.0,0.0,0.0,0.0856476890605974,313.0,Dumont de Chassart,0.0,0.004,0.039,0.352,-0.058,-0.0025641419633525,150.0,0.756,53.0,-0.036,-0.0033115763685485,0.001,-0.061,0.0,,199.0,0.0757341800027264,-0.025,125.0,131.0,-0.005875718331901,314.0,22002.0,210.0,-0.035,0.934,-0.277,1.0,0.794,313.0,-0.479,,166.0,136.0,-0.145,295.0,22002.0,22.544,50.995,0.0347341164167398,0.0,,-0.479,24.0,-0.064,,0.0,22002.0,39.93,235.0,0.532,-0.036,-0.605,363.0,-0.0465926875218978,-0.0552427702489475,-0.706358332477995,Belgium,-0.277,-0.0214707947871592,"{'sg_putt': 0.004, 'sg_arg': -0.061, 'sg_app': -0.277, 'sg_ott': -0.145, 'sg_total': -0.479}","Dumont de Chassart, Adrien",33.948,-0.145,0.921,Cond 126-150,0.915,0.0,PGA TOUR,0.936,
