firstName,sg_arg_rank,countryCode,100_150_fw_good_shot_rate,distance_rank,dg_index,std_deviation,over_200_fw_poor_shot_avoid_rate,country_y,course_experience_adjustment,over_150_rgh_good_shot_rate,sg_app_rank,over_200_fw_shot_count,50_100_fw_proximity_per_shot,driving_distance_adjustment,id,sg_arg,over_150_rgh_proximity_per_shot,50_100_fw_shot_count,100_150_fw_shot_count,home_page,baseline_pred,under_150_rgh_good_shot_rate,hidden,distance_pred,strokesGainedTrends,driving_dist,150_200_fw_good_shot_rate,under_150_rgh_poor_shot_avoid_rate,strokes_gained_category_adjustment,driving_acc,100_150_fw_low_data_indicator,country_adjustment,sg_putt_pred,150_200_fw_gir_rate,over_200_fw_gir_rate,50_100_fw_good_shot_rate,am,150_200_fw_low_data_indicator,timing_adjustment,dataGolfRanking,lastName,course_history_adjustment,sg_putt,over_200_fw_good_shot_rate,over_150_rgh_gir_rate,accuracy_pred,cf_short_comp,sample_size,100_150_fw_gir_rate,dg_change,over_150_rgh_sg_per_shot,cf_approach_comp,100_150_fw_sg_per_shot,sg_arg_pred,50_100_fw_low_data_indicator,perkcuppoints2020,owgr_rank,true_sg_adjustments,under_150_rgh_sg_per_shot,perkcuppoints2024,under_150_rgh_shot_count,other_fit_adjustment,150_200_fw_shot_count,dg_id_x,sg_total_rank,over_200_fw_sg_per_shot,over_150_rgh_poor_shot_avoid_rate,sg_app,owgr_change,50_100_fw_gir_rate,dg_rank,sg_total,nextBlockTotalPlayerFieldPoints,sg_putt_rank,over_150_rgh_shot_count,sg_ott_pred,perkcuppoints2023,dg_id,100_150_fw_proximity_per_shot,over_200_fw_proximity_per_shot,age_adjustment,over_200_fw_low_data_indicator,perkcuppoints2022,sg_total_pred,age,50_100_fw_sg_per_shot,perkcuppoints2021,over_150_rgh_low_data_indicator,dg_id_y,under_150_rgh_proximity_per_shot,sg_ott_rank,under_150_rgh_gir_rate,150_200_fw_sg_per_shot,dataGolfIndex,accuracy_rank,total_course_history_adjustment,total_fit_adjustment,final_pred,country_x,sg_app_pred,driving_accuracy_adjustment,playerSkillRatings,player_name,150_200_fw_proximity_per_shot,sg_ott,50_100_fw_poor_shot_avoid_rate,amateur_status,100_150_fw_poor_shot_avoid_rate,under_150_rgh_low_data_indicator,primary_tour,150_200_fw_poor_shot_avoid_rate,comments
Justin,227.0,USA,0.066,259.0,-0.292,2.69092771338774,0.927,USA,-0.0091178065840758,0.059,265.0,383.0,16.841,0.0276946305435972,22050.0,-0.086,57.767,180.0,637.0,,-0.316110125855417,0.047,,-2.659,"{'baseline_pred': -0.316110125855417, 'final_pred': -0.471479542256132}",-2.659,0.064,0.945,-0.136600877403772,-0.004,0.0,0.0,0.278,0.666,0.448,0.078,0.0,0.0,0.0540153693877974,214.0,Suh,-0.0325992104751267,0.278,0.034,0.399,-0.004,0.0052675262773619,150.0,0.787,11.0,0.031,-0.0030538881622742,-0.021,-0.086,0.0,75.0,219.0,-0.0816576942743759,-0.019,110.0,256.0,0.0022136381150876,785.0,22050.0,214.0,-0.038,0.953,-0.364,-3.0,0.859,214.0,-0.49,,38.0,253.0,-0.318,85.0,22050.0,23.649,51.196,0.0226837202599,0.0,775.0,-0.49,27.0,-0.004,60.0,0.0,22050.0,37.095,299.0,0.555,0.001,-0.292,189.0,-0.0417170170592025,0.0279070826889387,-0.471479542256132,United States,-0.364,-0.002001185969746,"{'sg_putt': 0.278, 'sg_arg': -0.086, 'sg_app': -0.364, 'sg_ott': -0.318, 'sg_total': -0.49}","Suh, Justin",31.917,-0.318,0.961,0,0.936,0.0,PGA TOUR,0.917,
Collin,26.0,USA,0.092,220.0,1.678,,0.969,,,0.071,9.0,452.0,15.674,,22085.0,0.23,58.575,171.0,610.0,,,0.07,,-1.197,"{'baseline_pred': nan, 'final_pred': nan}",-1.197,0.061,0.936,,0.097,0.0,,0.191,0.695,0.45,0.117,,0.0,,6.0,Morikawa,,0.191,0.055,0.389,0.097,,,0.845,0.0,0.041,,0.06,0.23,0.0,420.0,4.0,,-0.019,290.0,171.0,,885.0,,6.0,0.011,0.964,0.728,0.0,0.892,6.0,1.704,,73.0,224.0,0.555,110.0,22085.0,19.8,47.244,,0.0,265.0,1.704,,0.069,450.0,0.0,22085.0,38.014,13.0,0.535,0.049,1.678,4.0,,,,United States,0.728,,"{'sg_putt': 0.191, 'sg_arg': 0.23, 'sg_app': 0.728, 'sg_ott': 0.555, 'sg_total': 1.704}","Morikawa, Collin",28.285,0.555,0.947,Top 30,0.964,0.0,PGA TOUR,0.962,
Jeremy,,GER,,,-0.436,,,,,,,,,,22087.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,268.0,Paul,,,,,,,,,-2.0,,,,,,,318.0,,,380.0,,,,,,,,,-8.0,,268.0,,,,,,190.0,,,,,,375.0,,,,,,,,,,,-0.436,,,,,Germany,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Paul, Jeremy",,,,0,,,Korn Ferry Tour,,
Vincent,314.0,SWE,0.05,30.0,-0.812,,0.969,,,0.032,189.0,262.0,21.374,,22535.0,-0.178,73.766,147.0,360.0,,,0.052,,11.344,"{'baseline_pred': nan, 'final_pred': nan}",11.344,0.045,0.929,,-0.016,0.0,,-0.452,0.708,0.468,0.061,,0.0,,387.0,Norrman,,-0.452,0.042,0.292,-0.016,,,0.783,3.0,-0.056,,-0.022,-0.178,0.0,,211.0,,-0.037,60.0,211.0,,561.0,,229.0,0.017,0.947,-0.141,0.0,0.811,387.0,-0.543,,396.0,188.0,0.228,70.0,22535.0,24.95,46.377,,0.0,345.0,-0.543,,-0.087,,0.0,22535.0,40.528,85.0,0.533,0.012,-0.812,242.0,,,,Sweden,-0.141,,"{'sg_putt': -0.452, 'sg_arg': -0.178, 'sg_app': -0.141, 'sg_ott': 0.228, 'sg_total': -0.543}","Norrman, Vincent",31.391,0.228,0.912,0,0.931,0.0,PGA TOUR,0.952,
Thomas,,GER,,,0.04,,,,,,,,,,22736.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,155.0,Rosenmuller,,,,,,,,,0.0,,,,,,,174.0,,,,,,,,,,,,-2.0,,155.0,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,Germany,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Rosenmuller, Thomas",,,,0,,,Korn Ferry Tour,,
Ryo,242.0,JPN,0.06,244.0,-0.052,2.70393252923588,0.96,JPN,-0.0465926875218978,0.066,155.0,224.0,19.127,0.0202716580826444,22760.0,-0.109,63.409,108.0,316.0,,-0.183490875638726,0.045,,-2.176,"{'baseline_pred': -0.183490875638726, 'final_pred': -0.0083961968150514}",-2.176,0.068,0.936,0.059679167952925,0.015,0.0,0.0,0.195,0.673,0.442,0.046,0.0,0.0,0.0921196148916737,168.0,Hisatsune,0.0,0.195,0.045,0.402,0.015,0.0004709704083502,150.0,0.804,19.0,0.05,0.0001966010569932,0.005,-0.109,0.0,,90.0,-0.0001422513047933,-0.001,205.0,110.0,0.0006675714653434,454.0,22760.0,140.0,-0.006,0.993,-0.029,4.0,0.802,168.0,0.047,,70.0,136.0,-0.01,40.0,22760.0,22.537,47.81,0.0456890220138669,0.0,,0.047,22.0,-0.055,,0.0,22760.0,37.982,177.0,0.624,0.005,-0.052,125.0,-0.0465926875218978,0.0243418127918996,-0.0083961968150514,Japan,-0.029,0.0034025832439118,"{'sg_putt': 0.195, 'sg_arg': -0.109, 'sg_app': -0.029, 'sg_ott': -0.01, 'sg_total': 0.047}","Hisatsune, Ryo",31.682,-0.01,0.917,Top 100,0.93,0.0,PGA TOUR,0.943,
Nicolas,167.0,COL,0.061,221.0,0.358,2.68256554030562,0.925,COL,-0.0171868098134784,0.055,58.0,334.0,18.892,0.0184566242310201,22833.0,-0.021,70.042,141.0,495.0,,0.156455995728103,0.079,,-1.278,"{'baseline_pred': 0.156455995728103, 'final_pred': 0.421806605942354}",-1.278,0.059,0.936,0.0130587390185307,0.016,0.0,0.0,0.083,0.7,0.463,0.078,0.0,0.0,0.149544606261672,96.0,Echavarria,0.008195842300131,0.083,0.054,0.34,0.016,-0.0007388065092898,150.0,0.751,33.0,-0.033,0.0028517150239277,-0.035,-0.021,0.0,120.0,73.0,0.0748396023352047,0.002,275.0,203.0,0.0021129085146378,679.0,22833.0,75.0,-0.015,0.94,0.277,15.0,0.818,96.0,0.482,,111.0,200.0,0.142,110.0,22833.0,23.521,48.965,0.010268160583156,0.0,490.0,0.482,30.0,-0.015,295.0,0.0,22833.0,35.939,121.0,0.515,0.018,0.358,124.0,-0.0089909675133472,0.0266304695290349,0.421806605942354,Colombia,0.277,0.006060936783377,"{'sg_putt': 0.083, 'sg_arg': -0.021, 'sg_app': 0.277, 'sg_ott': 0.142, 'sg_total': 0.482}","Echavarria, Nicolas",31.243,0.142,0.901,Top 51-60,0.909,0.0,PGA TOUR,0.94,
Austin,308.0,USA,0.04,208.0,-0.481,2.67384148093777,0.964,USA,-0.0037058466463156,0.049,125.0,252.0,18.478,0.0020815442074923,22985.0,-0.173,66.103,124.0,447.0,,-0.557443478231545,0.081,,-0.47,"{'baseline_pred': -0.557443478231545, 'final_pred': -0.37189484185833}",-0.47,0.055,0.919,0.111863185553892,0.014,0.0,0.0,-0.316,0.703,0.474,0.032,0.0,0.0,0.103311333166014,282.0,Smotherman,-0.001020002604352,-0.316,0.048,0.294,0.014,-0.0199149815388845,150.0,0.793,10.0,-0.036,0.0011862027904539,-0.018,-0.173,0.0,220.0,311.0,-0.0220164885226848,0.024,220.0,197.0,-0.0187287787484306,586.0,22985.0,194.0,0.018,0.957,0.065,9.0,0.839,282.0,-0.372,,356.0,164.0,0.052,30.0,22985.0,22.786,46.801,0.0091726700234432,0.0,200.0,-0.372,30.0,-0.043,435.0,0.0,22985.0,40.394,151.0,0.586,0.018,-0.481,130.0,-0.0047258492506676,-0.0120562145967827,-0.37189484185833,United States,0.065,0.0045910199441556,"{'sg_putt': -0.316, 'sg_arg': -0.173, 'sg_app': 0.065, 'sg_ott': 0.052, 'sg_total': -0.372}","Smotherman, Austin",31.151,0.052,0.944,0,0.926,0.0,PGA TOUR,0.954,
Shad,,USA,,,-0.396,,,,,,,,,,22986.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,257.0,Tuten,,,,,,,,,-5.0,,,,,,160.0,413.0,,,175.0,,,,,,,,,-5.0,,257.0,,,,,,410.0,,,,,,240.0,,,,255.0,,,,,,,-0.396,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Tuten, Shad",,,,0,,,Korn Ferry Tour,,
Sahith,40.0,USA,0.097,69.0,0.867,,0.959,,,0.069,48.0,437.0,17.794,,23014.0,0.19,51.211,183.0,557.0,,,0.056,,7.51,"{'baseline_pred': nan, 'final_pred': nan}",7.51,0.053,0.944,,-0.012,0.0,,0.192,0.695,0.458,0.066,,0.0,,38.0,Theegala,,0.192,0.069,0.4,-0.012,,,0.83,-1.0,0.045,,0.028,0.19,0.0,35.0,12.0,,-0.002,370.0,339.0,,884.0,,33.0,0.036,0.959,0.324,1.0,0.834,38.0,0.974,,72.0,362.0,0.267,155.0,23014.0,21.732,43.693,,0.0,390.0,0.974,,-0.017,295.0,0.0,23014.0,37.874,68.0,0.577,0.015,0.867,221.0,,,,United States,0.324,,"{'sg_putt': 0.192, 'sg_arg': 0.19, 'sg_app': 0.324, 'sg_ott': 0.267, 'sg_total': 0.974}","Theegala, Sahith",30.716,0.267,0.929,Top 30,0.941,0.0,PGA TOUR,0.951,
Jimmy,,USA,0.02,,-0.69,,0.956,,,0.08,,68.0,15.432,,23048.0,,63.263,37.0,101.0,,,0.036,,,"{'baseline_pred': nan, 'final_pred': nan}",,0.086,0.911,,,1.0,,,0.646,0.425,0.027,,0.0,,339.0,Stanger,,,0.044,0.383,,,,0.736,0.0,0.012,,-0.075,,0.0,295.0,270.0,,-0.038,110.0,56.0,,151.0,,,-0.016,0.98,,-7.0,0.81,339.0,,,,50.0,,360.0,23048.0,25.807,51.006,,1.0,240.0,,,0.025,140.0,1.0,,39.278,,0.624,-0.025,-0.69,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Stanger, Jimmy",34.351,,0.946,0,0.97,0.0,PGA TOUR,0.927,
Max,150.0,USA,0.104,33.0,1.141,,0.953,,,0.062,111.0,169.0,20.272,,23465.0,0.002,66.227,78.0,249.0,,,0.051,,11.048,"{'baseline_pred': nan, 'final_pred': nan}",11.048,0.054,0.891,,-0.025,0.0,,0.564,0.653,0.509,0.09,,0.0,,21.0,Greyserman,,0.564,0.071,0.341,-0.025,,,0.829,0.0,-0.003,,0.021,0.002,0.0,215.0,38.0,,-0.051,285.0,137.0,,349.0,,25.0,0.037,0.953,0.115,-1.0,0.841,21.0,1.095,,5.0,128.0,0.414,455.0,23465.0,22.224,46.369,,0.0,55.0,1.095,,-0.048,355.0,0.0,23465.0,43.621,31.0,0.535,-0.006,1.141,270.0,,,,United States,0.115,,"{'sg_putt': 0.564, 'sg_arg': 0.002, 'sg_app': 0.115, 'sg_ott': 0.414, 'sg_total': 1.095}","Greyserman, Max",33.136,0.414,0.923,Top 50,0.96,0.0,PGA TOUR,0.937,
Andrew,50.0,USA,0.075,182.0,0.591,2.64635039001431,0.967,USA,0.0017061132914446,0.095,35.0,365.0,17.149,-0.0073408959151625,23475.0,0.144,63.531,201.0,544.0,,0.542891435734103,0.069,,0.734,"{'baseline_pred': 0.542891435734103, 'final_pred': 0.900878643084041}",0.734,0.052,0.955,0.143858763340945,0.003,0.0,0.0,0.031,0.685,0.513,0.095,0.0,0.0,0.126024677912442,66.0,Novak,-0.0056588254919227,0.031,0.049,0.351,0.003,0.0037274415235325,150.0,0.79,6.0,-0.005,0.0047206845722586,0.0,0.144,0.0,230.0,120.0,0.0730478689667824,0.026,170.0,290.0,0.0084481260957912,775.0,23475.0,45.0,0.037,0.944,0.404,2.0,0.813,66.0,0.775,,147.0,252.0,0.196,130.0,23475.0,22.518,44.03,0.0131894687423899,0.0,90.0,0.775,29.0,-0.008,605.0,0.0,23475.0,35.229,98.0,0.52,0.01,0.591,162.0,-0.0039527122004781,0.0058191405878571,0.900878643084041,United States,0.404,0.0047119104072284,"{'sg_putt': 0.031, 'sg_arg': 0.144, 'sg_app': 0.404, 'sg_ott': 0.196, 'sg_total': 0.775}","Novak, Andrew",31.378,0.196,0.915,Top 70,0.941,0.0,PGA TOUR,0.946,
Greyson,51.0,USA,0.063,321.0,-0.007,2.64266437035641,0.953,USA,0.0151870764586074,0.071,68.0,363.0,16.248,0.067489098851693,23482.0,0.142,55.916,153.0,616.0,,0.124194559049565,0.039,,-6.598,"{'baseline_pred': 0.124194559049565, 'final_pred': 0.568029005758411}",-6.598,0.045,0.97,0.0597985066878252,0.027,0.0,0.0,-0.158,0.686,0.454,0.137,0.0,0.0,0.168735042038354,162.0,Sigg,0.0430372228177067,-0.158,0.063,0.408,0.027,0.0008219901559612,150.0,0.794,-27.0,0.058,0.0037086152003526,0.002,0.142,0.0,565.0,182.0,0.0605966645329828,0.03,150.0,230.0,0.0045306053563138,775.0,23482.0,125.0,-0.016,0.965,0.247,-3.0,0.879,162.0,0.146,,270.0,254.0,-0.086,80.0,23482.0,21.961,49.289,0.0124591417025814,0.0,110.0,0.146,29.0,0.048,470.0,0.0,23482.0,35.339,211.0,0.607,0.026,-0.007,88.0,0.0582242992763141,0.0840207924707881,0.568029005758411,United States,0.247,0.0120010882627813,"{'sg_putt': -0.158, 'sg_arg': 0.142, 'sg_app': 0.247, 'sg_ott': -0.086, 'sg_total': 0.146}","Sigg, Greyson",30.118,-0.086,0.967,Top 125,0.943,0.0,PGA TOUR,0.966,
Braden,,USA,,,-0.431,,,,,,,,,,23502.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,266.0,Thornberry,,,,,,,,,-3.0,,,,,,245.0,254.0,,,285.0,,,,,,,,,-2.0,,266.0,,,,,,0.0,,,,,,145.0,,,,265.0,,,,,,,-0.431,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Thornberry, Braden",,,,0,,,Korn Ferry Tour,,
Rico,172.0,PHI,0.087,81.0,0.335,,0.964,,,0.039,114.0,168.0,17.208,,23504.0,-0.027,63.613,75.0,253.0,,,0.053,,6.664,"{'baseline_pred': nan, 'final_pred': nan}",6.664,0.07,0.924,,0.011,0.0,,-0.063,0.668,0.458,0.093,,0.0,,100.0,Hoey,,-0.063,0.03,0.392,0.011,,,0.773,0.0,0.018,,-0.013,-0.027,0.0,125.0,111.0,,-0.095,225.0,131.0,,385.0,,97.0,-0.003,0.981,0.101,0.0,0.902,100.0,0.354,,204.0,103.0,0.343,485.0,23504.0,23.421,46.945,,0.0,,0.354,,0.026,75.0,0.0,23504.0,42.461,43.0,0.531,0.02,0.335,141.0,,,,United States,0.101,,"{'sg_putt': -0.063, 'sg_arg': -0.027, 'sg_app': 0.101, 'sg_ott': 0.343, 'sg_total': 0.354}","Hoey, Rico",31.353,0.343,0.973,Top 100,0.913,0.0,PGA TOUR,0.925,
Max,87.0,USA,0.061,270.0,0.4,,0.93,,,0.018,91.0,142.0,16.688,,23505.0,0.077,69.8,63.0,230.0,,,0.048,,-3.388,"{'baseline_pred': nan, 'final_pred': nan}",-3.388,0.05,0.894,,0.05,0.0,,-0.107,0.636,0.377,0.048,,0.0,,89.0,McGreevy,,-0.107,0.042,0.272,0.05,,,0.731,1.0,-0.063,,-0.043,0.077,0.0,230.0,82.0,,-0.102,760.0,104.0,,362.0,,82.0,-0.051,0.945,0.168,0.0,0.892,89.0,0.453,,237.0,110.0,0.316,10.0,23505.0,25.36,51.306,,0.0,185.0,0.453,,0.009,470.0,0.0,23505.0,39.269,53.0,0.474,-0.024,0.4,47.0,,,,United States,0.168,,"{'sg_putt': -0.107, 'sg_arg': 0.077, 'sg_app': 0.168, 'sg_ott': 0.316, 'sg_total': 0.453}","McGreevy, Max",32.351,0.316,0.937,0,0.874,0.0,Korn Ferry Tour,0.928,
Mason,,USA,,,-0.924,,,,,,,,,,23540.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,427.0,Andersen,,,,,,,,,2.0,,,,,,,296.0,,,375.0,,,,,,,,,-3.0,,427.0,,,,,,365.0,,,,,,,,,,,,,,,,,-0.924,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Andersen, Mason",,,,0,,,Korn Ferry Tour,,
Cameron,409.0,USA,0.058,6.0,-0.637,2.68465033726334,0.95,USA,0.0017061132914446,0.051,307.0,258.0,21.745,-0.189448894502718,23542.0,-0.439,62.479,107.0,399.0,,-0.582404221490281,0.039,,17.859,"{'baseline_pred': -0.582404221490281, 'final_pred': -0.660688419821299}",17.859,0.065,0.941,0.0983350527621894,-0.023,0.0,0.0,-0.07,0.664,0.447,0.056,0.0,0.0,-0.0083298510644687,322.0,Champ,-0.0083793896726276,-0.07,0.066,0.379,-0.023,-0.0160288489994579,150.0,0.74,-16.0,-0.001,-0.0049340413844972,-0.07,-0.439,0.0,255.0,389.0,0.0449205886357115,-0.044,40.0,205.0,-0.0209628903839551,584.0,23542.0,217.0,0.011,0.966,-0.497,-5.0,0.786,322.0,-0.501,,210.0,176.0,0.505,45.0,23542.0,26.671,48.527,0.0139197957821984,0.0,50.0,-0.501,29.0,-0.104,95.0,0.0,23542.0,43.728,18.0,0.546,-0.0,-0.637,265.0,-0.006673276381183,-0.2204565080654648,-0.660688419821299,United States,-0.497,-0.0100447231787917,"{'sg_putt': -0.07, 'sg_arg': -0.439, 'sg_app': -0.497, 'sg_ott': 0.505, 'sg_total': -0.501}","Champ, Cameron",32.981,0.505,0.907,0,0.897,0.0,PGA TOUR,0.938,
Kyle,210.0,USA,0.051,5.0,-0.696,2.7054139524525,0.96,USA,-0.025255813042881,0.05,296.0,125.0,17.184,-0.189719779772341,23599.0,-0.069,64.23,72.0,157.0,,-0.632774137497617,0.069,,17.992,"{'baseline_pred': -0.632774137497617, 'final_pred': -1.13165516220918}",17.992,0.029,0.925,-0.0153001731622555,-0.124,0.0,0.0,-0.276,0.625,0.498,0.056,0.0,0.0,-0.220300827267028,343.0,Westmoreland,0.0076196104168031,-0.276,0.064,0.397,-0.124,-0.0143469951012582,150.0,0.812,-28.0,0.009,-0.0049153699497435,-0.023,-0.069,0.0,0.0,435.0,0.0101976002988835,-0.02,305.0,160.0,-0.0192623650510018,240.0,23599.0,263.0,-0.003,0.942,-0.464,-10.0,0.869,343.0,-0.758,,340.0,120.0,0.051,75.0,23599.0,25.152,50.184,-0.0025125626134924,0.0,250.0,-0.758,33.0,-0.03,0.0,0.0,23599.0,43.66,152.0,0.547,-0.056,-0.696,411.0,-0.0176362026260778,-0.2533288593415933,-1.13165516220918,United States,-0.464,-0.0443467145182505,"{'sg_putt': -0.276, 'sg_arg': -0.069, 'sg_app': -0.464, 'sg_ott': 0.051, 'sg_total': -0.758}","Westmoreland, Kyle",33.128,0.051,0.931,0,0.943,0.0,Korn Ferry Tour,0.917,
Wyndham,82.0,USA,0.066,22.0,1.044,,0.943,,,0.046,60.0,387.0,15.293,,23604.0,0.082,61.713,182.0,527.0,,,0.097,,12.225,"{'baseline_pred': nan, 'final_pred': nan}",12.225,0.059,0.958,,-0.027,0.0,,0.364,0.691,0.502,0.192,,0.0,,24.0,Clark,,0.364,0.08,0.387,-0.027,,,0.801,1.0,0.005,,0.014,0.082,0.0,115.0,6.0,,0.056,150.0,309.0,,757.0,,24.0,0.015,0.951,0.274,0.0,0.893,24.0,1.105,,19.0,305.0,0.385,260.0,23604.0,21.277,47.538,,0.0,170.0,1.105,,0.112,145.0,0.0,23604.0,35.06,37.0,0.615,0.021,1.044,283.0,,,,United States,0.274,,"{'sg_putt': 0.364, 'sg_arg': 0.082, 'sg_app': 0.274, 'sg_ott': 0.385, 'sg_total': 1.105}","Clark, Wyndham",30.687,0.385,0.978,Top 30,0.932,0.0,PGA TOUR,0.952,
Carson,363.0,USA,0.071,290.0,0.092,2.67141548299501,0.957,USA,-0.0171868098134784,0.053,135.0,376.0,18.882,0.0424578783183677,23656.0,-0.247,61.871,191.0,577.0,,0.0498861379508316,0.058,,-4.354,"{'baseline_pred': 0.0498861379508316, 'final_pred': 0.165597247499041}",-4.354,0.063,0.937,0.0090503602232657,0.069,0.0,0.0,0.053,0.668,0.443,0.052,0.0,0.0,0.0898522149870732,143.0,Young,-0.0138834189113817,0.053,0.045,0.418,0.069,-0.0091965730058474,150.0,0.809,8.0,0.031,0.0014407288737556,0.014,-0.247,0.0,,140.0,-0.0211442689672732,-0.036,165.0,191.0,-0.0077558441320918,780.0,23656.0,138.0,-0.004,0.965,0.044,-1.0,0.788,143.0,0.075,,139.0,227.0,0.225,120.0,23656.0,22.831,48.024,0.0113636511428687,0.0,180.0,0.075,30.0,-0.045,10.0,0.0,23656.0,40.998,86.0,0.545,0.013,0.092,19.0,-0.0310702287248601,0.0576593808871353,0.165597247499041,United States,0.044,0.0229573467008595,"{'sg_putt': 0.053, 'sg_arg': -0.247, 'sg_app': 0.044, 'sg_ott': 0.225, 'sg_total': 0.075}","Young, Carson",31.544,0.225,0.906,Top 100,0.945,0.0,PGA TOUR,0.94,
Sami,330.0,FIN,0.059,212.0,-0.545,,0.963,,,0.065,266.0,188.0,22.031,,23816.0,-0.195,63.888,78.0,253.0,,,0.075,,-0.555,"{'baseline_pred': nan, 'final_pred': nan}",-0.555,0.056,0.917,,-0.014,0.0,,0.214,0.632,0.511,0.051,,0.0,,294.0,Valimaki,,0.214,0.08,0.318,-0.014,,,0.762,-1.0,-0.012,,-0.006,-0.195,0.0,,150.0,,0.008,30.0,120.0,,425.0,,247.0,0.038,0.96,-0.369,-5.0,0.785,294.0,-0.647,,59.0,124.0,-0.297,,23816.0,22.264,41.718,,0.0,,-0.647,,-0.09,10.0,0.0,23816.0,42.846,294.0,0.605,-0.01,-0.545,235.0,,,,Finland,-0.369,,"{'sg_putt': 0.214, 'sg_arg': -0.195, 'sg_app': -0.369, 'sg_ott': -0.297, 'sg_total': -0.647}","Valimaki, Sami",31.828,-0.297,0.923,Top 125,0.937,0.0,PGA TOUR,0.918,
Ludvig,127.0,SWE,0.074,24.0,1.458,2.70393252923588,0.961,SWE,-0.0171868098134784,0.048,16.0,335.0,15.016,-0.125653736366989,23950.0,0.03,63.827,187.0,502.0,,1.49560136490482,0.068,,12.192,"{'baseline_pred': 1.49560136490482, 'final_pred': 1.32435400751921}",12.192,0.052,0.942,0.0529075513477305,0.013,0.0,0.0,0.198,0.704,0.521,0.107,0.0,0.0,-0.274888758108118,11.0,Aberg,0.034819772084347,0.198,0.084,0.39,0.013,0.0062845112148496,150.0,0.8,-2.0,0.019,0.0056643376841492,-0.009,0.03,0.0,,5.0,0.105389894999636,-0.0,285.0,206.0,0.0119488488989989,610.0,23950.0,10.0,0.053,0.963,0.625,0.0,0.881,11.0,1.515,,69.0,189.0,0.662,130.0,23950.0,22.708,44.159,0.0332734623371229,0.0,0.0,1.515,25.0,0.052,0.0,0.0,23950.0,40.79,6.0,0.548,0.034,1.458,135.0,0.0176329622708686,-0.1055624702328525,1.32435400751921,Sweden,0.625,0.0081424172351376,"{'sg_putt': 0.198, 'sg_arg': 0.03, 'sg_app': 0.625, 'sg_ott': 0.662, 'sg_total': 1.515}","Aberg, Ludvig",28.931,0.662,0.973,Top 30,0.926,0.0,PGA TOUR,0.964,
Tyler,302.0,AUS,0.072,269.0,-0.79,2.69001166676537,0.953,USA,0.0340799995635304,0.077,313.0,319.0,19.633,0.0332722811616277,24191.0,-0.168,60.178,172.0,501.0,,-0.721623369135477,0.03,,-3.388,"{'baseline_pred': -0.721623369135477, 'final_pred': -0.461216951821611}",-3.388,0.042,0.92,0.110800603568638,0.045,0.0,0.0,-0.159,0.678,0.472,0.076,0.0,0.0,0.0375446728339414,379.0,Duncan,0.0330254506311137,-0.159,0.041,0.411,0.045,-0.0090607541616463,150.0,0.788,-24.0,0.029,-0.0047931661131187,-0.032,-0.168,0.0,145.0,283.0,0.0211086116928523,-0.079,75.0,200.0,-0.0138539202747651,696.0,18187.0,258.0,-0.006,0.945,-0.51,-5.0,0.834,379.0,-0.733,,272.0,181.0,0.104,30.0,18187.0,24.93,47.092,-0.0120068141310026,0.0,115.0,-0.733,35.0,-0.039,80.0,0.0,18187.0,44.376,134.0,0.485,-0.014,-0.79,57.0,0.0671054501946441,0.0358538931547916,-0.461216951821611,Australia,-0.51,0.016435532267929,"{'sg_putt': -0.159, 'sg_arg': -0.168, 'sg_app': -0.51, 'sg_ott': 0.104, 'sg_total': -0.733}","Duncan, Tyler",33.278,0.104,0.913,0,0.912,0.0,PGA TOUR,0.951,
Karl,,AUS,,,-0.34,,,,,,,,,,24304.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,237.0,Vilips,,,,,,,,,-1.0,,,,,,,245.0,,,190.0,,,,,,,,,-4.0,,237.0,,,,,,,,,,,,,,,,,,,,,,,-0.34,,,,,Australia,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Vilips, Karl",,,,0,,,Korn Ferry Tour,,
